year,month,file,row_count,date,mom_change,mom_change_pct
2011,1,/home/sleepylee/Desktop/0proj/27th-DE-WinterProject/data/taxi_data_preprocessed/2011/yellow_tripdata_2011-01.parquet,13086247,2011-01-01,,
2011,2,/home/sleepylee/Desktop/0proj/27th-DE-WinterProject/data/taxi_data_preprocessed/2011/yellow_tripdata_2011-02.parquet,13680611,2011-02-01,594364.0,4.541898070546879
2011,3,/home/sleepylee/Desktop/0proj/27th-DE-WinterProject/data/taxi_data_preprocessed/2011/yellow_tripdata_2011-03.parquet,15498855,2011-03-01,1818244.0,13.290663699157879
2011,4,/home/sleepylee/Desktop/0proj/27th-DE-WinterProject/data/taxi_data_preprocessed/2011/yellow_tripdata_2011-04.parquet,14265420,2011-04-01,-1233435.0,-7.958233043666773
2011,5,/home/sleepylee/Desktop/0proj/27th-DE-WinterProject/data/taxi_data_preprocessed/2011/yellow_tripdata_2011-05.parquet,15138612,2011-05-01,873192.0,6.121039548783003
2011,6,/home/sleepylee/Desktop/0proj/27th-DE-WinterProject/data/taxi_data_preprocessed/2011/yellow_tripdata_2011-06.parquet,14728348,2011-06-01,-410264.0,-2.71005030051632
2011,7,/home/sleepylee/Desktop/0proj/27th-DE-WinterProject/data/taxi_data_preprocessed/2011/yellow_tripdata_2011-07.parquet,14348839,2011-07-01,-379509.0,-2.576724830238941
2011,8,/home/sleepylee/Desktop/0proj/27th-DE-WinterProject/data/taxi_data_preprocessed/2011/yellow_tripdata_2011-08.parquet,12853493,2011-08-01,-1495346.0,-10.421372767511016
2011,9,/home/sleepylee/Desktop/0proj/27th-DE-WinterProject/data/taxi_data_preprocessed/2011/yellow_tripdata_2011-09.parquet,14138417,2011-09-01,1284924.0,9.996691171808326
2011,10,/home/sleepylee/Desktop/0proj/27th-DE-WinterProject/data/taxi_data_preprocessed/2011/yellow_tripdata_2011-10.parquet,15245579,2011-10-01,1107162.0,7.830876681597387
2011,11,/home/sleepylee/Desktop/0proj/27th-DE-WinterProject/data/taxi_data_preprocessed/2011/yellow_tripdata_2011-11.parquet,14121532,2011-11-01,-1124047.0,-7.372937426646764
