year,month,file,row_count,date,mom_change,mom_change_pct
2014,2,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2014/yellow_tripdata_2014-02.parquet,13063794,2014-02-01,-718723.0,-5.214744157398831
2014,3,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2014/yellow_tripdata_2014-03.parquet,15428134,2014-03-01,2364340.0,18.098417657228815
2014,4,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2014/yellow_tripdata_2014-04.parquet,14618759,2014-04-01,-809375.0,-5.246097810661999
2014,5,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2014/yellow_tripdata_2014-05.parquet,14774048,2014-05-01,155289.0,1.0622584311021255
2014,6,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2014/yellow_tripdata_2014-06.parquet,13813079,2014-06-01,-960969.0,-6.504439406180351
2014,7,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2014/yellow_tripdata_2014-07.parquet,13104273,2014-07-01,-708806.0,-5.131412047958317
2014,8,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2014/yellow_tripdata_2014-08.parquet,12698743,2014-08-01,-405530.0,-3.094639435548996
2014,9,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2014/yellow_tripdata_2014-09.parquet,13424350,2014-09-01,725607.0,5.714006496548518
2014,10,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2014/yellow_tripdata_2014-10.parquet,14317774,2014-10-01,893424.0,6.655249602401603
2014,11,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2014/yellow_tripdata_2014-11.parquet,13309991,2014-11-01,-1007783.0,-7.038684924067107
2014,12,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2014/yellow_tripdata_2014-12.parquet,13112117,2014-12-01,-197874.0,-1.4866576543891008
2015,1,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2015/yellow_tripdata_2015-01.parquet,12741035,2015-01-01,-371082.0,-2.830069316800632
2015,2,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2015/yellow_tripdata_2015-02.parquet,12442394,2015-02-01,-298641.0,-2.343930457768928
2015,3,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2015/yellow_tripdata_2015-03.parquet,13342951,2015-03-01,900557.0,7.237811308659725
2015,4,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2015/yellow_tripdata_2015-04.parquet,13063758,2015-04-01,-279193.0,-2.09243817203556
2015,5,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2015/yellow_tripdata_2015-05.parquet,13157677,2015-05-01,93919.0,0.7189278919587982
2015,6,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2015/yellow_tripdata_2015-06.parquet,12324936,2015-06-01,-832741.0,-6.328936331238411
2015,7,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2015/yellow_tripdata_2015-07.parquet,11559666,2015-07-01,-765270.0,-6.2091194631761155
2015,8,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2015/yellow_tripdata_2015-08.parquet,11123123,2015-08-01,-436543.0,-3.7764326408738835
2015,9,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2015/yellow_tripdata_2015-09.parquet,11218122,2015-09-01,94999.0,0.8540676930390845
2015,10,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2015/yellow_tripdata_2015-10.parquet,12307333,2015-10-01,1089211.0,9.70938807761228
2015,11,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2015/yellow_tripdata_2015-11.parquet,11305240,2015-11-01,-1002093.0,-8.14224332761615
2015,12,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2015/yellow_tripdata_2015-12.parquet,11452996,2015-12-01,147756.0,1.30696915766495
2016,1,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2016/yellow_tripdata_2016-01.parquet,10905067,2016-01-01,-547929.0,-4.7841542946491895
2016,2,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2016/yellow_tripdata_2016-02.parquet,11375412,2016-02-01,470345.0,4.313086751323958
2016,3,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2016/yellow_tripdata_2016-03.parquet,12203824,2016-03-01,828412.0,7.282479087350868
2016,4,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2016/yellow_tripdata_2016-04.parquet,11927996,2016-04-01,-275828.0,-2.2601768101539355
2016,5,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2016/yellow_tripdata_2016-05.parquet,11832049,2016-05-01,-95947.0,-0.8043849109272028
2016,6,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2016/yellow_tripdata_2016-06.parquet,11131645,2016-06-01,-700404.0,-5.919549521811485
2016,7,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2016/yellow_tripdata_2016-07.parquet,10294080,2016-07-01,-837565.0,-7.5241799392632425
2016,8,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2016/yellow_tripdata_2016-08.parquet,9942263,2016-08-01,-351817.0,-3.4176633560259906
2016,9,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2016/yellow_tripdata_2016-09.parquet,10116018,2016-09-01,173755.0,1.7476403510951144
2016,10,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2016/yellow_tripdata_2016-10.parquet,10854626,2016-10-01,738608.0,7.301370954460529
2016,11,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2016/yellow_tripdata_2016-11.parquet,10102128,2016-11-01,-752498.0,-6.932509696787337
2016,12,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2016/yellow_tripdata_2016-12.parquet,10446697,2016-12-01,344569.0,3.4108556137875112
2017,1,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2017/yellow_tripdata_2017-01.parquet,9710820,2017-01-01,-735877.0,-7.044111646006391
2017,2,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2017/yellow_tripdata_2017-02.parquet,9169775,2017-02-01,-541045.0,-5.571568621393452
2017,3,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2017/yellow_tripdata_2017-03.parquet,10295441,2017-03-01,1125666.0,12.275830104882623
2017,4,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2017/yellow_tripdata_2017-04.parquet,10047135,2017-04-01,-248306.0,-2.4118053806534423
2017,5,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2017/yellow_tripdata_2017-05.parquet,10102127,2017-05-01,54992.0,0.5473401123802901
2017,6,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2017/yellow_tripdata_2017-06.parquet,9656993,2017-06-01,-445134.0,-4.406339377835977
2017,7,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2017/yellow_tripdata_2017-07.parquet,8588486,2017-07-01,-1068507.0,-11.064593295242108
2017,8,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2017/yellow_tripdata_2017-08.parquet,8422153,2017-08-01,-166333.0,-1.93669757393794
2017,9,/home/sleepylee/Desktop/0proj/de_winter_proj/data/taxi_data/2017/yellow_tripdata_2017-09.parquet,8945421,2017-09-01,523268.0,6.212995655623921
