LocationID,longitude,latitude
144,-73.99584577599984,40.72083979400012
145,-73.95831740194431,40.741184030076006
146,-73.93675697199996,40.75205220150011
147,-73.8981505179999,40.820475443000085
148,-73.99131389949996,40.71774057950009
149,-73.94479667499994,40.60713291500015
150,-73.9404731959883,40.58301985607414
151,-73.97287179090726,40.79952825063752
152,-73.95820329446559,40.82124254267207
153,-73.91211871806567,40.87467201086507
154,-73.91581933324797,40.59600129874802
155,-73.9001830218845,40.61195515209928
156,-74.17665028095568,40.6427266385059
157,-73.90062887299989,40.721880044000066
158,-74.01077924918202,40.738325361498426
159,-73.91169147099988,40.822058051000106
160,-73.88389811399989,40.71821191850006
161,-73.977559299,40.75759790250015
162,-73.97258874999983,40.7559237910001
163,-73.98145625399992,40.76664465300007
164,-73.98407636100002,40.74843150100006
165,-73.96005169299994,40.624186640000104
166,-73.96565840161266,40.81055044594302
167,-73.90772165099985,40.82504975900014
168,-73.90810210034232,40.80306920276449
169,-73.90514893999988,40.84573554000015
170,-73.97860713299984,40.7464967990001
171,-73.804916685,40.770137084000105
172,-74.1011752179999,40.56807309696708
173,-73.85992746199989,40.75601782600009
174,-73.88323535649997,40.8801047570001
175,-73.75655253399987,40.74302729900008
176,-74.12209602099993,40.56527093400008
177,-73.91306148049986,40.67709818750009
178,-73.9729488044999,40.617295019500105
179,-73.93277477867667,40.771576958073446
180,-73.84749611649988,40.67909500700007
181,-73.97976200499983,40.67096081400016
182,-73.86035906499998,40.83515428450008
183,-73.8308251319998,40.84932133500007
184,-73.79433954412957,40.86199556337602
185,-73.8517706379998,40.85552389200011
186,-73.99119345699995,40.748782735000106
187,-74.13677473549994,40.63841404600009
188,-73.94966851199989,40.658477345000136
189,-73.96878240699996,40.67518167600015
190,-73.9729354719999,40.66098519100009
191,-73.74500119100004,40.72047403518639
192,-73.8153731739999,40.74424434600012
193,-73.93670737989197,40.76282598200005
194,-73.9265740259599,40.79148217399208
195,-74.01508150832301,40.675077342923856
196,-73.86272195199989,40.7283717200001
197,-73.830629147,40.69788713000009
198,-73.9060207829998,40.70869463000006
199,-73.88153903087833,40.79470652965692
200,-73.91115061799995,40.897408703628095
201,-73.83676803760767,40.57972427224598
202,-73.95037548087188,40.761678863803034
203,-73.74632233618877,40.63954442819799
204,-74.20896600699993,40.53817110000013
205,-73.7667915569999,40.695064042000126
206,-74.10702926799993,40.641439198662916
207,-73.89654663399995,40.76426434500007
208,-73.81303402684449,40.816533684805876
209,-74.00142163935675,40.707761300917426
210,-73.9300297092209,40.58932035518667
211,-74.00251324599992,40.7229778640001
212,-73.86718504299985,40.826770046000064
213,-73.84949990037568,40.8136627062882
214,-74.07455307740274,40.5788255595527
215,-73.79220407949994,40.69480427050013
216,-73.81295739699996,40.675983301500125
217,-73.95826841299998,40.70473050250015
218,-73.77522378799983,40.67347836400011
219,-73.76756056649987,40.663633812000135
220,-73.91210920699979,40.87903804700007
221,-74.07239744370077,40.6190899576239
222,-73.88215407459828,40.64414073675184
223,-73.89477916426037,40.783061761873185
224,-73.97376114341095,40.73172724880253
225,-73.93051146699992,40.68864092200014
226,-73.9239382293463,40.72363615219538
227,-74.00692327149997,40.63935384750012
228,-74.00859956968283,40.65798963300008
229,-73.96482214210387,40.75580465585224
230,-73.98419992449993,40.759530473000055
231,-74.01223080840143,40.72026590617748
232,-73.98129254205483,40.71231119050006
233,-73.97012962576954,40.74594457763378
234,-73.98996936399989,40.73926637900008
235,-73.91479384899988,40.85568666840201
236,-73.95723131849992,40.780177602000094
237,-73.96566959999997,40.76843761200013
238,-73.97530414349984,40.79211496939141
239,-73.98524618435331,40.78597438908265
240,-73.87786550388269,40.88651488700011
241,-73.89595674999993,40.873138322000045
242,-73.84495503949987,40.848905745500076
243,-73.93911094164396,40.855009887977076
244,-73.9461273120694,40.84307003974892
245,-74.10696781199987,40.63580415700006
246,-74.00939849768216,40.7484211482723
247,-73.92456530199985,40.82918583500005
248,-73.87469588499981,40.83581875200009
249,-74.00297247049993,40.733676319000125
250,-73.84188659999985,40.83567594483325
251,-74.12983323799993,40.61346054700013
252,-73.81596793344923,40.796325324096685
253,-73.84300450700954,40.76329932296658
254,-73.86103513049991,40.884396182000096
255,-73.96432509603716,40.719222942469614
256,-73.96819882193661,40.71114745364456
257,-73.97975708399997,40.659013288000075
258,-73.85328620599984,40.68447405200007
259,-73.85519585295752,40.901483284586575
260,-73.90704879099991,40.7478418535001
261,-74.01459109699996,40.707050134500065
262,-73.94344157728354,40.77967874865073
263,-73.95031055699994,40.77978048450015
