LocationID,longitude,latitude
1,-74.17507949999995,40.689515000000085
2,-73.82454492310869,40.61529694004266
3,-73.84725144800001,40.86227823000008
4,-73.97340310967655,40.72449552446531
5,-74.19031637749995,40.55879786000005
6,-74.07206682799995,40.60126785100009
7,-73.9172062464999,40.76140421400012
8,-73.92329412599997,40.778313840612185
9,-73.79291603199995,40.74566953200013
10,-73.79129821899986,40.67903088000009
11,-74.00985512352662,40.60248370500919
12,-74.01493687947055,40.70125602102763
13,-74.0177499634963,40.70713879089733
14,-74.02707049999992,40.62740712965632
15,-73.77642436508934,40.79442385815806
16,-73.76154285199993,40.76511313800009
17,-73.94991556349991,40.691266318000096
18,-73.88860587599991,40.869618483000124
19,-73.728962516,40.73221018800014
20,-73.88386792099986,40.859494425000115
21,-73.99522558800007,40.59361066700011
22,-73.99683312999997,40.60870298550008
23,-74.20072616306808,40.59834793500012
24,-73.96991732099998,40.803302836500094
25,-73.98610388199985,40.68734433200009
26,-73.98484119549994,40.63190181050014
27,-73.88888522950117,40.56043314143841
28,-73.8042965764999,40.71374112550008
29,-73.96018358149998,40.58034181700013
30,-73.82254989249982,40.60019353596303
31,-73.87108735249997,40.857845894500116
32,-73.86758752499986,40.86049567700011
33,-73.99619227264343,40.696926195088245
34,-73.97546929828381,40.7031576950001
35,-73.90974279799993,40.66365836500013
36,-73.9169950679999,40.69773083900014
37,-73.92495600649991,40.696262002500134
38,-73.73430403699984,40.69688035875581
39,-73.88878119331632,40.64530871093803
40,-73.99707184699997,40.67618304300006
41,-73.94831125500004,40.802598599000135
42,-73.93499389736655,40.82897356682663
43,-73.96609500599993,40.780850629000106
44,-74.24173804430988,40.53444096889083
45,-73.9985275858529,40.7116871420001
46,-73.78677943161384,40.85139318338267
47,-73.90047777799995,40.8426717385001
48,-73.99080117899987,40.760982206000094
49,-73.9604566909999,40.69048094300009
50,-73.99707176039315,40.767815383000055
51,-73.83233699299984,40.87821573600013
52,-73.99588110299992,40.68675596700014
53,-73.8503263813649,40.78338294171504
54,-74.00358990546262,40.68725640100011
55,-73.98759745387363,40.57286002458768
56,-73.85410435699991,40.74007334650011
56,-73.85312635499994,40.751961919000095
58,-73.81474902794258,40.84446522848598
59,-73.8953281054999,40.83693477400012
60,-73.88196176849993,40.83670442350014
61,-73.92916130699992,40.67851806550013
62,-73.94659644999987,40.66502416000014
63,-73.88686091699992,40.6796726565001
64,-73.75160082700452,40.76316082612487
65,-73.98523401949996,40.69577023400009
66,-73.98717933299986,40.70410454169944
67,-74.01725327449991,40.61760187050007
68,-74.00086139300001,40.748439328000174
69,-73.91545061499994,40.830285730000156
70,-73.86529941399989,40.7612115590001
71,-73.9359487054999,40.63982586100009
72,-73.92021313099984,40.654251864000074
73,-73.8053995369999,40.75062107300005
74,-73.93386383534269,40.8039225242169
75,-73.9408097807434,40.78720581187838
76,-73.87327031255236,40.65477969700011
77,-73.8961675609999,40.6653458950001
78,-73.88113550199986,40.84293877900013
79,-73.98786491500006,40.72628033600008
80,-73.92963582338803,40.71571694027984
81,-73.83354911599997,40.88496949200012
82,-73.88051677999991,40.73466116750009
83,-73.89474567599989,40.73575217200012
84,-74.19617466949288,40.51919369833628
85,-73.95137845899984,40.6450699620001
86,-73.75970074676553,40.59952668434343
87,-74.00521160900396,40.704084966963656
88,-74.01190488098494,40.70062052809425
89,-73.96172869849994,40.63394823350012
90,-73.99658841699994,40.74224345600011
91,-73.9263159899999,40.63183773500007
92,-73.82655841999986,40.75604015600008
93,-73.85118150899993,40.75774348400009
94,-73.89879028149988,40.859277105000096
95,-73.84421250399983,40.71941247700011
96,-73.8582169284999,40.7008324590001
97,-73.97949067999997,40.69356577600014
98,-73.77284025849985,40.729130146500104
99,-74.20884314094432,40.56455670828045
100,-73.98793687499989,40.753473913000064
101,-73.71671099399992,40.748989847500084
102,-73.878807409,40.702559363000105
103,-74.04653911909051,40.690521948700464
103,-74.0403573320791,40.699440390695784
103,-74.01513393328452,40.69155171575031
106,-73.99282848099993,40.67507192700013
107,-73.98333674749995,40.73607568650011
108,-73.99297835999997,40.585015445531035
109,-74.14172892651293,40.542660340856614
110,-74.13129281628017,40.53860401024136
111,-73.99099832499992,40.65377765900007
112,-73.95064558016648,40.73623814521885
113,-73.99361688399992,40.731996334000094
114,-73.99631764649982,40.72747330700009
115,-74.08404898949999,40.618361408000126
116,-73.95119348573833,40.82811788301536
117,-73.78986265665823,40.597294765368744
118,-74.1231838069999,40.589663907000116
119,-73.92781184949988,40.83949926140393
120,-73.93089465201413,40.84416349199079
121,-73.80717042299993,40.72826913300007
122,-73.76665413499987,40.710395970000114
123,-73.96483485600002,40.59635243100015
124,-73.85160104271718,40.65647045578551
125,-74.00969520349997,40.72592468078633
126,-73.89043667322538,40.805702433124985
127,-73.91877796600042,40.860214110517
128,-73.92098867425146,40.874476334991456
129,-73.88897915549995,40.7611544140001
130,-73.78888041899992,40.707754659500054
131,-73.7780376599998,40.71955392300006
132,-73.76975585615149,40.63413567520612
133,-73.97649203149993,40.6416987395001
134,-73.83490316799997,40.70849326200006
135,-73.81930469499987,40.72704517300009
136,-73.90922265750001,40.863499821348896
137,-73.97294519895243,40.73694568197068
138,-73.87274983820268,40.77409382173501
139,-73.74806084299999,40.6762368260001
140,-73.95714789657782,40.76305334850014
141,-73.96083701899992,40.765276005500134
142,-73.98173502899986,40.771054038000074
143,-73.99041337936677,40.7754997489796
