date,row_count,mom_change,mom_change_pct
2014-02-01,13063794,-718723.0,-5.214744157398831
2014-03-01,15428134,2364340.0,18.098417657228815
2014-04-01,14618759,-809375.0,-5.246097810661999
2014-05-01,14774048,155289.0,1.0622584311021255
2014-06-01,13813079,-960969.0,-6.504439406180351
2014-07-01,13104273,-708806.0,-5.131412047958317
2014-08-01,12698743,-405530.0,-3.094639435548996
2014-09-01,13424350,725607.0,5.714006496548518
2014-10-01,14317774,893424.0,6.655249602401603
2014-11-01,13309991,-1007783.0,-7.038684924067107
2014-12-01,13112117,-197874.0,-1.4866576543891008
2015-01-01,12741035,-371082.0,-2.830069316800632
2015-02-01,12442394,-298641.0,-2.343930457768928
2015-03-01,13342951,900557.0,7.237811308659725
2015-04-01,13063758,-279193.0,-2.09243817203556
2015-05-01,13157677,93919.0,0.7189278919587982
2015-06-01,12324936,-832741.0,-6.328936331238411
2015-07-01,11559666,-765270.0,-6.2091194631761155
2015-08-01,11123123,-436543.0,-3.7764326408738835
2015-09-01,11218122,94999.0,0.8540676930390845
2015-10-01,12307333,1089211.0,9.70938807761228
2015-11-01,11305240,-1002093.0,-8.14224332761615
2015-12-01,11452996,147756.0,1.30696915766495
2016-01-01,10905067,-547929.0,-4.7841542946491895
2016-02-01,11375412,470345.0,4.313086751323958
2016-03-01,12203824,828412.0,7.282479087350868
2016-04-01,11927996,-275828.0,-2.2601768101539355
2016-05-01,11832049,-95947.0,-0.8043849109272028
2016-06-01,11131645,-700404.0,-5.919549521811485
2016-07-01,10294080,-837565.0,-7.5241799392632425
2016-08-01,9942263,-351817.0,-3.4176633560259906
2016-09-01,10116018,173755.0,1.7476403510951144
2016-10-01,10854626,738608.0,7.301370954460529
2016-11-01,10102128,-752498.0,-6.932509696787337
2016-12-01,10446697,344569.0,3.4108556137875112
2017-01-01,9710820,-735877.0,-7.044111646006391
2017-02-01,9169775,-541045.0,-5.571568621393452
2017-03-01,10295441,1125666.0,12.275830104882623
2017-04-01,10047135,-248306.0,-2.4118053806534423
2017-05-01,10102127,54992.0,0.5473401123802901
2017-06-01,9656993,-445134.0,-4.406339377835977
2017-07-01,8588486,-1068507.0,-11.064593295242108
2017-08-01,8422153,-166333.0,-1.93669757393794
2017-09-01,8945421,523268.0,6.212995655623921
2017-10-01,9768672,823251.0,9.203043657755172
2017-11-01,9284803,-483869.0,-4.953273075398579
2017-12-01,9508501,223698.0,2.4092918288088683
2018-01-01,8760687,-747814.0,-7.864688661230623
2018-02-01,8492819,-267868.0,-3.057614088940741
2018-03-01,9431289,938470.0,11.050158963708046
2018-04-01,9306216,-125073.0,-1.3261495857035066
2018-05-01,9224788,-81428.0,-0.8749850637466361
2018-06-01,8714667,-510121.0,-5.529894020328707
2018-07-01,7851143,-863524.0,-9.908858250120167
2018-08-01,7855040,3897.0,0.04963608483503634
2018-09-01,8049094,194054.0,2.470439361225396
2018-10-01,8834520,785426.0,9.757942943640607
2018-11-01,8155449,-679071.0,-7.686563616359465
2018-12-01,8195675,40226.0,0.49324077681069944
2019-01-01,7696617,-499058.0,-6.089284897217128
2019-02-01,7049370,-647247.0,-8.409499914053153
2019-03-01,7866620,817250.0,11.593234572734868
2019-04-01,7475949,-390671.0,-4.9661862400878665
2019-05-01,7598445,122496.0,1.6385344522815704
2019-06-01,6971560,-626885.0,-8.250174871305905
2019-07-01,6310419,-661141.0,-9.4834011326016
2019-08-01,6073357,-237062.0,-3.7566760622392947
2019-09-01,6567788,494431.0,8.140983643806887
2019-10-01,7213891,646103.0,9.837452122388846
2019-11-01,6878111,-335780.0,-4.654630905845403
2019-12-01,6896317,18206.0,0.26469476866541886
2020-01-01,6405008,-491309.0,-7.124222972928884
2020-02-01,6299367,-105641.0,-1.6493500086182555
2020-03-01,3007687,-3291680.0,-52.254139185730885
2020-04-01,238073,-2769614.0,-92.08451544326255
2020-05-01,348415,110342.0,46.347968900295285
2020-06-01,549797,201382.0,57.79946328372774
2020-07-01,800412,250615.0,45.58318797665319
2020-08-01,1007286,206874.0,25.845939341239266
2020-09-01,1341017,333731.0,33.13170241619561
2020-10-01,1681132,340115.0,25.362467440755786
2020-11-01,1509000,-172132.0,-10.239053209385107
2020-12-01,1461898,-47102.0,-3.1214049039098746
2021-01-01,1369769,-92129.0,-6.3020128627305105
2021-02-01,1371709,1940.0,0.14162972004769792
2021-03-01,1925152,553443.0,40.34696863547589
2021-04-01,2171187,246035.0,12.780029836605111
2021-05-01,2507109,335922.0,15.471813344497743
2021-06-01,2834264,327155.0,13.049093597446305
2021-07-01,2821746,-12518.0,-0.44166669018834703
2021-08-01,2788757,-32989.0,-1.1690988487269904
2021-09-01,2963793,175036.0,6.276488055431151
2021-10-01,3463504,499711.0,16.860522985242234
2021-11-01,3472949,9445.0,0.27270071003238083
2021-12-01,3214369,-258580.0,-7.4455455579681695
2022-01-01,2463931,-750438.0,-23.346355069999746
2022-02-01,2979431,515500.0,20.921852113553506
2022-03-01,3627882,648451.0,21.764256329480357
2022-04-01,3599920,-27962.0,-0.7707527422336269
2022-05-01,3588295,-11625.0,-0.3229238427520653
2022-06-01,3558124,-30171.0,-0.8408171568948464
2022-07-01,3174394,-383730.0,-10.784615713224156
2022-08-01,3152677,-21717.0,-0.6841305773637396
2022-09-01,3183767,31090.0,0.9861460593647786
2022-10-01,3675411,491644.0,15.442210438138225
2022-11-01,3252717,-422694.0,-11.500591362435387
2022-12-01,3399549,146832.0,4.514133876387039
2023-01-01,3066766,-332783.0,-9.789033780657375
2023-02-01,2913955,-152811.0,-4.982805991718964
2023-03-01,3403766,489811.0,16.809147704751794
2023-04-01,3288250,-115516.0,-3.393770312060229
2023-05-01,3513649,225399.0,6.854679540789177
2023-06-01,3307234,-206415.0,-5.874661925536673
2023-07-01,2907108,-400126.0,-12.098508905024563
2023-08-01,2824209,-82899.0,-2.8515968446992668
2023-09-01,2846722,22513.0,0.7971435541774596
2023-10-01,3522285,675563.0,23.73126002468804
2023-11-01,3339715,-182570.0,-5.183283010886397
2023-12-01,3376567,36852.0,1.1034474498572422
2024-01-01,2964624,-411943.0,-12.200054078595212
2024-02-01,3007526,42902.0,1.447131238227839
2024-03-01,3582628,575102.0,19.122095702580786
2024-04-01,3514289,-68339.0,-1.9075103527354753
2024-05-01,3723833,209544.0,5.962628571526141
2024-06-01,3539193,-184640.0,-4.958331912306491
2024-07-01,3076903,-462290.0,-13.062017245174252
2024-08-01,2979183,-97720.0,-3.175920722882719
2024-09-01,3633030,653847.0,21.947191562250445
2024-10-01,3833771,200741.0,5.525442949824244
2024-11-01,3646369,-187402.0,-4.8881897223386535
2024-12-01,3668371,22002.0,0.6033947743632195
2025-01-01,3475226,-193145.0,-5.26514357462754
2025-02-01,3577543,102317.0,2.9441826229430923
2025-03-01,4145257,567714.0,15.868823938664045
2025-04-01,3970553,-174704.0,-4.214551715370119
2025-05-01,4591845,621292.0,15.647492931085427
2025-06-01,4322960,-268885.0,-5.855707237504748
2025-07-01,3898963,-423997.0,-9.808025056905457
2025-08-01,3574091,-324872.0,-8.332266810431388
2025-09-01,4251015,676924.0,18.939752793087816
2025-10-01,4428699,177684.0,4.179801764990243
2025-11-01,4181444,-247255.0,-5.583016592457513
